,0
8961,"['bottled water', 'bottled beer']"
8962,"['pastry', 'soda']"
8963,['cat food']
8964,"['other vegetables', 'whole milk', 'butter milk', 'yogurt', 'whipped/sour cream', 'domestic eggs', 'pastry', 'popcorn']"
8965,"['whole milk', 'domestic eggs', 'brown bread', 'pastry']"
8966,"['other vegetables', 'butter', 'yogurt', 'domestic eggs', 'pastry', 'bottled beer', 'specialty bar', 'flower (seeds)']"
8967,"['tropical fruit', 'salt', 'canned fish', 'bottled water', 'bottled beer']"
8968,"['citrus fruit', 'tropical fruit', 'onions', 'other vegetables', 'butter milk']"
8969,"['pork', 'butter milk', 'pickled vegetables', 'soda', 'canned beer', 'liquor']"
8970,"['canned beer', 'red/blush wine']"
8971,"['frankfurter', 'pork', 'hamburger meat', 'pip fruit', 'other vegetables', 'whole milk', 'rolls/buns', 'white bread', 'pastry', 'Instant food products', 'waffles', 'chocolate']"
8972,"['yogurt', 'cereals', 'specialty bar']"
8973,"['sausage', 'other vegetables', 'whole milk', 'fruit/vegetable juice']"
8974,"['cream cheese ', 'chocolate marshmallow']"
8975,['other vegetables']
8976,"['sausage', 'whole milk', 'white bread']"
8977,"['frankfurter', 'pork', 'pip fruit', 'berries', 'root vegetables', 'other vegetables', 'whole milk', 'pastry', 'semi-finished bread', 'syrup', 'shopping bags']"
8978,"['citrus fruit', 'whole milk', 'yogurt', 'sliced cheese', 'domestic eggs', 'canned vegetables', 'canned beer']"
8979,"['ham', 'yogurt', 'pastry', 'coffee', 'waffles', 'chocolate', 'female sanitary products']"
8980,['soda']
8981,"['frankfurter', 'whole milk', 'yogurt', 'napkins']"
8982,"['citrus fruit', 'whole milk', 'bottled water', 'soda', 'fruit/vegetable juice', 'bottled beer']"
8983,"['frozen fish', 'brown bread', 'canned beer', 'rum', 'newspapers']"
8984,['whole milk']
8985,"['ham', 'pork', 'shopping bags']"
8986,"['sausage', 'tropical fruit', 'pip fruit', 'berries', 'other vegetables', 'whole milk', 'butter', 'curd', 'whipped/sour cream', 'cat food', 'salty snack', 'popcorn', 'pot plants', 'shopping bags']"
8987,['shopping bags']
8988,"['cereals', 'salty snack']"
8989,"['frozen fish', 'liquor (appetizer)']"
8990,"['whole milk', 'white bread', 'margarine', 'cat food', 'soda']"
8991,"['soda', 'canned beer']"
8992,"['pastry', 'soda', 'misc. beverages', 'canned beer', 'salty snack', 'chocolate', 'shopping bags']"
8993,"['frankfurter', 'tropical fruit', 'pip fruit', 'other vegetables', 'yogurt', 'whipped/sour cream', 'rolls/buns', 'bottled water', 'soda', 'misc. beverages', 'chocolate', 'specialty chocolate', 'candy', 'shopping bags']"
8994,"['yogurt', 'UHT-milk', 'domestic eggs', 'rolls/buns', 'long life bakery product']"
8995,"['domestic eggs', 'canned beer', 'liquor (appetizer)', 'chocolate marshmallow', 'shopping bags']"
8996,"['sausage', 'other vegetables', 'whole milk', 'butter', 'fruit/vegetable juice']"
8997,"['ham', 'whole milk', 'white bread']"
8998,"['other vegetables', 'whole milk', 'pastry', 'salty snack', 'candy']"
8999,"['tropical fruit', 'yogurt', 'soda']"
9000,"['whole milk', 'brown bread', 'margarine']"
9001,"['sausage', 'pork', 'citrus fruit', 'tropical fruit', 'pip fruit', 'root vegetables', 'whole milk', 'butter', 'curd', 'yogurt', 'cream', 'sliced cheese', 'hard cheese', 'frozen vegetables', 'frozen fish', 'frozen potato products', 'brown bread', 'margarine', 'baking powder', 'cat food', 'pet care', 'soda', 'fruit/vegetable juice', 'nut snack', 'chocolate', 'female sanitary products', 'hygiene articles', 'napkins', 'house keeping products']"
9002,['soda']
9003,"['tropical fruit', 'whole milk']"
9004,"['domestic eggs', 'pastry', 'bottled beer', 'canned beer', 'long life bakery product', 'chocolate', 'candles', 'newspapers']"
9005,['red/blush wine']
9006,['rolls/buns']
9007,"['other vegetables', 'frozen fish', 'brown bread', 'red/blush wine']"
9008,"['frankfurter', 'pip fruit', 'soft cheese', 'semi-finished bread', 'chewing gum', 'specialty chocolate']"
9009,"['citrus fruit', 'root vegetables', 'other vegetables', 'UHT-milk', 'domestic eggs', 'canned fruit', 'soda', 'waffles', 'candy', 'newspapers']"
9010,"['dessert', 'butter milk', 'brown bread', 'canned beer', 'shopping bags']"
9011,"['tropical fruit', 'whole milk', 'yogurt', 'semi-finished bread', 'bottled water', 'soda', 'chocolate marshmallow']"
9012,"['hamburger meat', 'tropical fruit', 'other vegetables', 'shopping bags']"
9013,['soda']
9014,"['chicken', 'other vegetables', 'whole milk', 'yogurt', 'frozen vegetables', 'rolls/buns', 'oil', 'bottled beer', 'canned beer', 'long life bakery product']"
9015,"['rolls/buns', 'sugar']"
9016,"['butter', 'curd', 'yogurt', 'whipped/sour cream', 'margarine', 'salty snack', 'hygiene articles']"
9017,"['pip fruit', 'herbs', 'other vegetables', 'whole milk', 'whipped/sour cream']"
9018,['specialty bar']
9019,"['sausage', 'tropical fruit', 'other vegetables', 'whole milk', 'frozen vegetables', 'rolls/buns', 'white bread', 'brown bread', 'roll products ', 'oil', 'sugar']"
9020,"['grapes', 'other vegetables', 'butter', 'newspapers']"
9021,['semi-finished bread']
9022,"['domestic eggs', 'white bread', 'pastry', 'canned beer', 'newspapers']"
9023,['pastry']
9024,"['root vegetables', 'whole milk', 'brown bread', 'margarine']"
9025,"['whole milk', 'domestic eggs']"
9026,"['meat', 'citrus fruit', 'whole milk']"
9027,['canned beer']
9028,"['frankfurter', 'pork', 'other vegetables', 'butter milk', 'UHT-milk', 'sliced cheese', 'brown bread', 'margarine']"
9029,"['grapes', 'other vegetables', 'pastry', 'dish cleaner']"
9030,['candles']
9031,"['other vegetables', 'canned beer', 'snack products']"
9032,"['tropical fruit', 'whole milk', 'butter', 'butter milk', 'brown bread', 'pastry']"
9033,"['chicken', 'whole milk', 'butter', 'curd', 'domestic eggs', 'newspapers']"
9034,['soda']
9035,"['ham', 'pork', 'berries', 'root vegetables', 'oil', 'soda', 'bottled beer', 'salty snack', 'popcorn', 'newspapers']"
9036,"['pork', 'tropical fruit', 'grapes', 'onions', 'other vegetables', 'whole milk', 'yogurt', 'frozen vegetables', 'pet care', 'bottled water', 'seasonal products']"
9037,"['frozen vegetables', 'pasta', 'bottled water', 'soda']"
9038,"['beef', 'other vegetables', 'whole milk', 'brown bread', 'waffles']"
9039,"['pork', 'pip fruit', 'grapes', 'other vegetables', 'whole milk', 'pastry', 'flour', 'oil', 'sugar', 'dog food', 'chocolate']"
9040,['dessert']
9041,"['pork', 'yogurt', 'UHT-milk', 'salty snack']"
9042,"['chicken', 'hamburger meat', 'citrus fruit', 'tropical fruit', 'pip fruit', 'other vegetables', 'yogurt', 'rolls/buns', 'mustard', 'canned vegetables', 'cake bar', 'napkins', 'newspapers']"
9043,"['hamburger meat', 'citrus fruit', 'tropical fruit', 'other vegetables', 'whipped/sour cream', 'beverages', 'white bread', 'hygiene articles', 'napkins']"
9044,"['chicken', 'pork', 'beef', 'hamburger meat', 'citrus fruit', 'other vegetables', 'packaged fruit/vegetables', 'whole milk', 'pastry', 'napkins']"
9045,"['baking powder', 'newspapers', 'flower (seeds)']"
9046,"['other vegetables', 'dessert', 'brown bread', 'salt', 'margarine', 'fruit/vegetable juice', 'newspapers']"
9047,"['curd', 'bottled water', 'soda']"
9048,"['tropical fruit', 'root vegetables', 'other vegetables', 'whole milk', 'processed cheese']"
9049,['rolls/buns']
9050,"['meat', 'dessert', 'UHT-milk', 'fruit/vegetable juice']"
9051,['soda']
9052,['photo/film']
9053,"['pet care', 'bottled water', 'misc. beverages', 'shopping bags']"
9054,"['other vegetables', 'whole milk', 'yogurt', 'whipped/sour cream', 'baking powder', 'misc. beverages', 'sparkling wine', 'dish cleaner']"
9055,"['citrus fruit', 'other vegetables', 'white wine', 'long life bakery product', 'candles']"
9056,"['citrus fruit', 'beverages', 'domestic eggs', 'rolls/buns', 'bottled water', 'chewing gum', 'chocolate marshmallow']"
9057,"['rolls/buns', 'photo/film']"
9058,['canned beer']
9059,['canned beer']
9060,['sugar']
9061,"['meat', 'pork', 'tropical fruit', 'berries', 'baking powder', 'canned fish', 'seasonal products']"
9062,"['frankfurter', 'beef', 'other vegetables', 'whole milk', 'butter milk', 'yogurt', 'hard cheese', 'coffee', 'photo/film']"
9063,['dishes']
9064,"['pork', 'other vegetables', 'whole milk', 'rolls/buns']"
9065,"['frankfurter', 'citrus fruit', 'grapes', 'root vegetables', 'onions', 'other vegetables', 'whole milk', 'rolls/buns', 'soups', 'bottled beer', 'newspapers']"
9066,"['other vegetables', 'whole milk', 'whipped/sour cream', 'pastry', 'bottled beer']"
9067,['newspapers']
9068,"['berries', 'root vegetables', 'whipped/sour cream', 'soda']"
9069,"['beef', 'whole milk', 'rolls/buns', 'white bread', 'margarine', 'newspapers']"
9070,"['whole milk', 'whipped/sour cream', 'rolls/buns', 'pickled vegetables', 'bottled water', 'long life bakery product']"
9071,"['citrus fruit', 'whole milk', 'whipped/sour cream', 'rolls/buns', 'margarine', 'cling film/bags']"
9072,"['other vegetables', 'whole milk', 'condensed milk', 'white bread', 'sugar', 'coffee', 'soda', 'fruit/vegetable juice', 'bottled beer', 'shopping bags']"
9073,"['root vegetables', 'whole milk', 'flour', 'sugar', 'soda', 'misc. beverages']"
9074,"['frankfurter', 'hamburger meat', 'other vegetables', 'pastry', 'dish cleaner', 'cling film/bags', 'kitchen towels']"
9075,['other vegetables']
9076,"['sausage', 'tropical fruit', 'curd', 'yogurt', 'dog food', 'bottled water', 'long life bakery product', 'hygiene articles', 'shopping bags']"
9077,"['yogurt', 'abrasive cleaner']"
9078,"['sausage', 'rolls/buns', 'canned beer']"
9079,"['hamburger meat', 'whole milk', 'butter milk', 'yogurt', 'margarine', 'baking powder']"
9080,"['pork', 'root vegetables', 'brown bread', 'bottled water', 'soda']"
9081,"['tropical fruit', 'other vegetables', 'whole milk', 'butter', 'yogurt']"
9082,"['rolls/buns', 'pickled vegetables', 'chewing gum', 'specialty chocolate']"
9083,['tropical fruit']
9084,"['sausage', 'chicken', 'pork', 'citrus fruit', 'berries', 'root vegetables', 'packaged fruit/vegetables', 'curd', 'yogurt', 'whipped/sour cream', 'frozen vegetables']"
9085,"['hamburger meat', 'other vegetables', 'whole milk', 'butter', 'specialty cheese', 'pastry', 'cereals']"
9086,"['pip fruit', 'root vegetables', 'other vegetables', 'cream cheese ', 'domestic eggs', 'pickled vegetables', 'fruit/vegetable juice']"
9087,"['beef', 'curd', 'yogurt', 'whipped/sour cream', 'frozen meals', 'brown bread', 'canned fish', 'coffee', 'candy', 'cling film/bags']"
9088,"['other vegetables', 'yogurt', 'rolls/buns', 'salt', 'sparkling wine', 'napkins']"
9089,['sausage']
9090,"['other vegetables', 'whole milk', 'canned beer']"
9091,"['ham', 'meat', 'root vegetables', 'other vegetables', 'whole milk', 'curd', 'yogurt', 'frozen vegetables', 'frozen meals', 'frozen fish', 'rolls/buns', 'jam', 'misc. beverages', 'candy', 'seasonal products', 'detergent']"
9092,"['frankfurter', 'other vegetables', 'whole milk', 'whipped/sour cream']"
9093,"['meat', 'citrus fruit', 'hard cheese', 'soda']"
9094,"['ham', 'root vegetables', 'herbs', 'whole milk', 'curd', 'yogurt', 'hard cheese', 'rolls/buns', 'detergent']"
9095,"['citrus fruit', 'onions', 'other vegetables', 'yogurt', 'beverages', 'rolls/buns', 'brown bread', 'vinegar', 'bottled water', 'long life bakery product']"
9096,"['rolls/buns', 'bottled beer', 'brandy']"
9097,"['sausage', 'pip fruit', 'UHT-milk', 'soups', 'sauces', 'cat food', 'newspapers']"
9098,"['root vegetables', 'herbs', 'other vegetables', 'dessert', 'ice cream', 'cake bar', 'newspapers', 'shopping bags']"
9099,"['berries', 'other vegetables', 'semi-finished bread']"
9100,"['pork', 'soda', 'canned beer', 'male cosmetics']"
9101,"['meat', 'specialty chocolate']"
9102,"['pastry', 'fruit/vegetable juice']"
9103,['long life bakery product']
9104,"['meat', 'pork', 'fish', 'tropical fruit', 'grapes', 'berries', 'other vegetables', 'whole milk', 'frozen vegetables', 'semi-finished bread', 'chocolate', 'detergent', 'kitchen utensil', 'candles']"
9105,"['meat', 'root vegetables', 'other vegetables', 'dessert', 'yogurt', 'whipped/sour cream', 'rolls/buns', 'potato products', 'soda', 'misc. beverages', 'napkins', 'photo/film']"
9106,"['sauces', 'red/blush wine', 'waffles', 'newspapers']"
9107,"['pip fruit', 'coffee']"
9108,"['root vegetables', 'white bread', 'chewing gum']"
9109,"['ham', 'citrus fruit', 'tropical fruit', 'pip fruit', 'root vegetables', 'other vegetables', 'whole milk', 'brown bread']"
9110,"['hamburger meat', 'other vegetables', 'whole milk', 'yogurt', 'whipped/sour cream', 'mayonnaise', 'frozen vegetables', 'frozen fish', 'soups', 'fruit/vegetable juice', 'canned beer', 'detergent']"
9111,"['yogurt', 'long life bakery product', 'photo/film', 'pot plants']"
9112,"['beef', 'whole milk', 'butter', 'rolls/buns', 'pastry', 'cat food', 'hygiene articles']"
9113,"['citrus fruit', 'pip fruit', 'onions', 'other vegetables', 'whole milk', 'butter milk', 'whipped/sour cream', 'cream cheese ', 'domestic eggs', 'brown bread', 'shopping bags']"
9114,"['berries', 'herbs', 'pot plants']"
9115,"['frankfurter', 'sausage', 'chicken', 'pork', 'tropical fruit', 'pip fruit', 'root vegetables', 'whole milk', 'dessert', 'cream cheese ', 'frozen vegetables', 'rolls/buns', 'white bread', 'cake bar', 'napkins', 'shopping bags']"
9116,"['citrus fruit', 'cream cheese ']"
9117,"['onions', 'other vegetables', 'whole milk', 'yogurt', 'roll products ', 'semi-finished bread']"
9118,"['beef', 'whole milk', 'oil', 'canned beer', 'salty snack']"
9119,"['frankfurter', 'rolls/buns']"
9120,"['pip fruit', 'other vegetables', 'butter', 'domestic eggs', 'rolls/buns', 'margarine', 'bottled water']"
9121,"['brown bread', 'white wine']"
9122,"['meat', 'tropical fruit', 'other vegetables', 'frozen vegetables', 'rolls/buns', 'soda', 'napkins', 'dishes']"
9123,"['citrus fruit', 'other vegetables', 'yogurt', 'cream cheese ', 'bottled water', 'long life bakery product', 'specialty chocolate']"
9124,"['beef', 'root vegetables', 'whole milk', 'pastry', 'soda', 'waffles', 'candy']"
9125,"['other vegetables', 'whipped/sour cream', 'hard cheese', 'frozen vegetables', 'frozen dessert', 'oil', 'margarine', 'baking powder']"
9126,"['chicken', 'pork', 'beef', 'berries', 'other vegetables', 'whole milk', 'rolls/buns']"
9127,"['sausage', 'meat', 'tropical fruit', 'cream cheese ']"
9128,"['tropical fruit', 'whole milk', 'hard cheese', 'rolls/buns', 'pastry', 'canned vegetables', 'pot plants']"
9129,['soda']
9130,"['citrus fruit', 'tropical fruit', 'pip fruit', 'whole milk', 'yogurt', 'rolls/buns', 'pastry', 'white wine', 'red/blush wine', 'hygiene articles']"
9131,['coffee']
9132,"['chicken', 'tropical fruit', 'other vegetables', 'whole milk', 'dessert', 'frozen fish', 'mustard', 'pickled vegetables']"
9133,['sugar']
9134,"['turkey', 'nuts/prunes', 'other vegetables', 'whole milk', 'butter', 'curd', 'domestic eggs', 'pastry', 'tea']"
9135,"['cleaner', 'female sanitary products']"
9136,"['herbs', 'other vegetables', 'whipped/sour cream', 'UHT-milk', 'domestic eggs', 'sweet spreads', 'specialty chocolate', 'decalcifier', 'napkins']"
9137,"['citrus fruit', 'pickled vegetables', 'dog food', 'soda', 'salty snack', 'waffles', 'candy', 'dish cleaner', 'newspapers']"
9138,"['citrus fruit', 'tropical fruit', 'other vegetables', 'butter milk', 'yogurt', 'pastry', 'waffles', 'candy', 'dental care']"
9139,"['beef', 'root vegetables', 'yogurt', 'whipped/sour cream']"
9140,"['sausage', 'other vegetables', 'rolls/buns', 'baking powder', 'soda', 'cling film/bags', 'house keeping products']"
9141,"['soda', 'bottled beer']"
9142,"['liquor', 'house keeping products', 'shopping bags']"
9143,"['pork', 'rolls/buns', 'pastry', 'napkins', 'newspapers']"
9144,"['chicken', 'hamburger meat', 'whipped/sour cream', 'rolls/buns', 'soda', 'long life bakery product', 'dish cleaner']"
9145,"['pip fruit', 'other vegetables', 'whole milk', 'beverages', 'frozen vegetables', 'flour', 'sugar', 'chocolate']"
9146,"['beef', 'other vegetables', 'whole milk', 'bottled beer']"
9147,"['frankfurter', 'meat', 'tropical fruit', 'whole milk', 'ice cream', 'salty snack', 'detergent']"
9148,"['bottled water', 'napkins']"
9149,['canned beer']
9150,['pip fruit']
9151,['pip fruit']
9152,"['sausage', 'hamburger meat', 'grapes', 'whipped/sour cream', 'frozen potato products', 'domestic eggs', 'oil', 'seasonal products', 'napkins', 'newspapers']"
9153,"['hamburger meat', 'onions', 'whole milk', 'frozen vegetables', 'bottled water', 'rum']"
9154,"['sausage', 'grapes', 'baking powder', 'specialty vegetables', 'white wine', 'long life bakery product']"
9155,"['beef', 'dessert', 'sugar', 'bottled beer']"
9156,"['other vegetables', 'whole milk', 'soda', 'shopping bags']"
9157,['pastry']
9158,['chicken']
9159,"['herbs', 'frozen vegetables', 'dog food', 'bottled water', 'bottled beer', 'specialty chocolate']"
9160,"['beef', 'citrus fruit', 'cream cheese ', 'vinegar', 'margarine']"
9161,"['butter', 'yogurt', 'sliced cheese', 'tidbits', 'rolls/buns', 'pudding powder', 'soda', 'waffles', 'newspapers']"
9162,"['root vegetables', 'herbs', 'whipped/sour cream', 'domestic eggs']"
9163,"['beef', 'other vegetables', 'whipped/sour cream', 'processed cheese', 'salt', 'oil', 'dog food', 'newspapers']"
9164,"['whipped/sour cream', 'dog food', 'fruit/vegetable juice', 'skin care', 'shopping bags']"
9165,"['butter', 'bottled water', 'detergent', 'soap']"
9166,"['root vegetables', 'onions', 'rolls/buns', 'white bread', 'sugar']"
9167,"['tropical fruit', 'other vegetables', 'yogurt', 'fruit/vegetable juice', 'bottled beer', 'newspapers']"
9168,"['hamburger meat', 'onions', 'other vegetables', 'whole milk', 'domestic eggs', 'waffles', 'napkins', 'pot plants']"
9169,"['pork', 'beef', 'berries', 'root vegetables', 'herbs', 'butter', 'yogurt', 'white bread', 'brown bread', 'bottled water', 'misc. beverages', 'bottled beer', 'liquor', 'hygiene articles']"
9170,"['beef', 'citrus fruit', 'root vegetables', 'other vegetables', 'rolls/buns', 'sugar', 'fruit/vegetable juice']"
9171,"['grapes', 'ice cream', 'pastry', 'soda', 'canned beer', 'salty snack', 'chewing gum', 'seasonal products', 'flower (seeds)', 'shopping bags']"
9172,"['frankfurter', 'meat', 'beef', 'citrus fruit', 'berries', 'root vegetables', 'packaged fruit/vegetables', 'whole milk', 'whipped/sour cream', 'frozen vegetables', 'rolls/buns', 'canned fruit', 'house keeping products', 'flower (seeds)', 'shopping bags']"
9173,"['pork', 'beef', 'citrus fruit', 'pip fruit', 'root vegetables', 'onions', 'other vegetables', 'whole milk', 'butter', 'ice cream', 'bottled water', 'waffles', 'newspapers', 'shopping bags']"
9174,"['meat', 'whole milk', 'cream cheese ', 'brown bread', 'chocolate', 'newspapers']"
9175,"['sausage', 'chicken', 'citrus fruit', 'pip fruit', 'root vegetables', 'other vegetables', 'whole milk', 'yogurt', 'whipped/sour cream', 'domestic eggs', 'white bread', 'soda', 'shopping bags']"
9176,"['root vegetables', 'whole milk', 'long life bakery product']"
9177,"['sausage', 'ham', 'frozen dessert', 'salty snack']"
9178,['canned beer']
9179,"['citrus fruit', 'tropical fruit', 'grapes', 'berries', 'other vegetables', 'whole milk', 'UHT-milk', 'bottled water', 'fruit/vegetable juice']"
9180,"['frankfurter', 'other vegetables', 'yogurt', 'rolls/buns', 'pastry', 'margarine', 'sugar', 'waffles', 'chocolate', 'chocolate marshmallow']"
9181,"['sausage', 'other vegetables', 'whipped/sour cream', 'processed cheese', 'brown bread']"
9182,"['pork', 'root vegetables', 'other vegetables', 'whole milk', 'cream cheese ', 'coffee', 'bottled water', 'bottled beer']"
9183,"['sausage', 'root vegetables', 'onions', 'other vegetables', 'whole milk', 'butter milk', 'sliced cheese', 'curd cheese', 'frozen vegetables', 'rolls/buns']"
9184,"['citrus fruit', 'whipped/sour cream', 'pastry']"
9185,"['whole milk', 'butter', 'yogurt', 'whipped/sour cream', 'domestic eggs', 'coffee']"
9186,"['tropical fruit', 'pip fruit', 'root vegetables', 'other vegetables', 'whole milk', 'dessert', 'yogurt', 'UHT-milk', 'baking powder', 'canned vegetables', 'waffles']"
9187,"['other vegetables', 'bottled beer', 'canned beer']"
9188,['rolls/buns']
9189,"['other vegetables', 'curd', 'whipped/sour cream', 'UHT-milk', 'sugar', 'bottled beer', 'napkins']"
9190,"['sausage', 'canned beer', 'salty snack']"
9191,"['root vegetables', 'other vegetables', 'frozen vegetables', 'frozen fish', 'rolls/buns', 'dog food', 'popcorn', 'newspapers']"
9192,['pastry']
9193,['bottled water']
9194,"['other vegetables', 'whole milk', 'dessert', 'sliced cheese', 'hard cheese', 'cream cheese ', 'pastry', 'margarine', 'sugar', 'ready soups', 'bottled water', 'soda', 'salty snack', 'newspapers', 'shopping bags']"
9195,"['tropical fruit', 'pip fruit', 'yogurt', 'canned vegetables', 'misc. beverages']"
9196,"['frankfurter', 'yogurt', 'frozen fish', 'ice cream', 'frozen potato products', 'pastry', 'margarine', 'canned fish', 'soda', 'bottled beer', 'salty snack', 'nut snack', 'long life bakery product', 'specialty bar', 'candy']"
9197,"['pastry', 'oil', 'margarine']"
9198,"['citrus fruit', 'domestic eggs']"
9199,"['meat', 'chicken', 'pork', 'pip fruit', 'other vegetables', 'whole milk', 'butter milk', 'frozen vegetables', 'rolls/buns', 'rice', 'sugar', 'coffee', 'photo/film']"
9200,"['ice cream', 'sugar', 'coffee', 'bottled water', 'soda', 'fruit/vegetable juice', 'shopping bags']"
9201,"['whole milk', 'dessert', 'yogurt', 'margarine', 'newspapers']"
9202,"['soda', 'specialty chocolate']"
9203,['canned beer']
9204,"['roll products ', 'newspapers']"
9205,"['tropical fruit', 'other vegetables', 'whole milk', 'butter', 'yogurt', 'soft cheese', 'domestic eggs', 'cling film/bags']"
9206,"['other vegetables', 'whole milk', 'yogurt', 'sliced cheese', 'cereals', 'bottled water']"
9207,"['other vegetables', 'zwieback', 'soda', 'chewing gum']"
9208,"['sugar', 'bottled water', 'soda', 'fruit/vegetable juice', 'salty snack', 'popcorn']"
9209,"['chicken', 'root vegetables', 'long life bakery product']"
9210,"['chicken', 'coffee']"
9211,"['meat', 'chicken', 'root vegetables', 'other vegetables', 'whole milk', 'yogurt', 'sliced cheese', 'cream cheese ', 'roll products ', 'oil', 'margarine', 'artif. sweetener', 'detergent', 'shopping bags']"
9212,"['rolls/buns', 'bottled beer']"
9213,"['root vegetables', 'other vegetables', 'whole milk', 'butter', 'whipped/sour cream', 'soft cheese', 'rolls/buns', 'white bread', 'margarine', 'cocoa drinks', 'flower (seeds)']"
9214,['newspapers']
9215,"['ham', 'other vegetables', 'curd', 'whipped/sour cream', 'soft cheese', 'rolls/buns', 'long life bakery product']"
9216,"['sausage', 'other vegetables', 'rolls/buns', 'oil', 'bottled beer', 'red/blush wine']"
9217,"['specialty cheese', 'baking powder', 'waffles', 'chocolate']"
9218,"['seasonal products', 'shopping bags']"
9219,['newspapers']
9220,"['sausage', 'other vegetables', 'butter', 'whipped/sour cream', 'cream', 'roll products ', 'oil', 'white wine', 'flower (seeds)']"
9221,"['rolls/buns', 'newspapers']"
9222,"['whole milk', 'soda']"
9223,"['sausage', 'meat', 'rolls/buns', 'soda', 'fruit/vegetable juice', 'male cosmetics', 'shopping bags']"
9224,"['ice cream', 'bottled water', 'soda']"
9225,"['chicken', 'other vegetables', 'rolls/buns', 'margarine', 'soda', 'misc. beverages', 'candy']"
9226,['shopping bags']
9227,"['bottled water', 'bottled beer']"
9228,"['root vegetables', 'sparkling wine']"
9229,"['sausage', 'meat', 'chicken', 'pork', 'other vegetables', 'sliced cheese', 'brown bread', 'newspapers', 'shopping bags']"
9230,"['chicken', 'newspapers']"
9231,"['ham', 'pork', 'citrus fruit', 'tropical fruit', 'root vegetables', 'other vegetables', 'yogurt', 'frozen fish', 'fruit/vegetable juice', 'long life bakery product', 'female sanitary products']"
9232,"['tropical fruit', 'butter milk', 'UHT-milk', 'condensed milk', 'brown bread', 'sugar', 'coffee', 'bottled water', 'soda', 'fruit/vegetable juice', 'syrup', 'bottled beer', 'house keeping products', 'shopping bags']"
9233,['rolls/buns']
9234,['other vegetables']
9235,"['sausage', 'ham', 'pork', 'beef', 'hamburger meat', 'tropical fruit', 'pip fruit', 'berries', 'other vegetables', 'curd', 'dessert', 'yogurt', 'sliced cheese', 'spread cheese', 'semi-finished bread', 'canned vegetables', 'bottled water', 'misc. beverages', 'syrup', 'waffles', 'chocolate', 'seasonal products']"
9236,"['berries', 'waffles', 'specialty chocolate']"
9237,"['frankfurter', 'rolls/buns', 'canned beer']"
9238,"['yogurt', 'whipped/sour cream']"
9239,"['bottled water', 'soda', 'bottled beer', 'waffles', 'chocolate', 'dishes']"
9240,['bottled water']
9241,['berries']
9242,"['pastry', 'chocolate', 'specialty bar', 'candy', 'seasonal products']"
9243,"['citrus fruit', 'tropical fruit', 'pip fruit', 'root vegetables', 'rolls/buns']"
9244,"['chicken', 'root vegetables', 'other vegetables', 'whole milk', 'butter', 'yogurt', 'specialty cheese', 'domestic eggs', 'pastry', 'rice', 'canned fish', 'misc. beverages', 'detergent', 'house keeping products']"
9245,"['sausage', 'chicken', 'other vegetables', 'whole milk', 'yogurt', 'rolls/buns', 'soda', 'hygiene articles', 'napkins', 'shopping bags']"
9246,['fruit/vegetable juice']
9247,['beverages']
9248,"['UHT-milk', 'pastry', 'margarine']"
9249,"['turkey', 'tropical fruit', 'grapes', 'other vegetables', 'whole milk', 'curd', 'yogurt', 'processed cheese', 'dog food', 'pot plants']"
9250,"['white wine', 'red/blush wine', 'napkins']"
9251,"['other vegetables', 'whole milk', 'cream cheese ', 'frozen meals', 'rolls/buns', 'brown bread', 'bottled water', 'newspapers']"
9252,"['other vegetables', 'yogurt']"
9253,"['sausage', 'organic products', 'specialty chocolate']"
9254,"['liver loaf', 'rolls/buns']"
9255,"['butter milk', 'hard cheese', 'instant coffee']"
9256,['pip fruit']
9257,"['rolls/buns', 'pickled vegetables', 'specialty bar', 'dental care']"
9258,"['frankfurter', 'whole milk', 'pastry', 'potato products']"
9259,"['frankfurter', 'root vegetables', 'other vegetables', 'hard cheese']"
9260,"['whole milk', 'zwieback', 'soda']"
9261,"['frankfurter', 'whole milk']"
9262,"['dessert', 'rolls/buns', 'soda']"
9263,"['other vegetables', 'whole milk']"
9264,"['oil', 'hygiene articles']"
9265,['red/blush wine']
9266,['rolls/buns']
9267,"['tropical fruit', 'curd']"
9268,['root vegetables']
9269,['yogurt']
9270,"['sausage', 'rolls/buns']"
9271,"['whole milk', 'curd', 'cream cheese ', 'cereals', 'cat food', 'coffee', 'waffles']"
9272,"['ham', 'pip fruit', 'root vegetables', 'other vegetables', 'yogurt', 'rolls/buns', 'baking powder']"
9273,"['domestic eggs', 'rolls/buns', 'margarine']"
9274,"['tropical fruit', 'other vegetables', 'soda']"
9275,"['root vegetables', 'butter milk', 'cream cheese ', 'spread cheese']"
9276,"['chicken', 'tropical fruit', 'pip fruit', 'other vegetables', 'packaged fruit/vegetables', 'domestic eggs', 'rolls/buns', 'flour', 'pasta', 'dog food', 'bottled water', 'newspapers']"
9277,"['pork', 'beef', 'other vegetables', 'whole milk', 'pickled vegetables', 'long life bakery product', 'specialty chocolate']"
9278,"['coffee', 'soda', 'fruit/vegetable juice', 'waffles', 'seasonal products']"
9279,['waffles']
9280,['butter']
9281,"['sausage', 'coffee', 'shopping bags']"
9282,"['other vegetables', 'dessert', 'sugar']"
9283,['house keeping products']
9284,"['liver loaf', 'root vegetables', 'salty snack', 'cake bar', 'specialty chocolate']"
